Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,110,4,T:System.Windows.Forms.Label,,,,,"this.wordIndexLabel.Text = value.ToString(""D2"") + "":"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,110,4,P:System.Windows.Forms.Label.Text,,,,,"this.wordIndexLabel.Text = value.ToString(""D2"") + "":"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,100,3,T:System.Windows.Forms.Label,,,,,this.wordIndexLabel.ForeColor = GuiSettings.GetColor(GuiSettings.AddressText);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,100,3,P:System.Windows.Forms.Control.ForeColor,,,,,this.wordIndexLabel.ForeColor = GuiSettings.GetColor(GuiSettings.AddressText);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,99,3,T:System.Drawing.Font,,,,,this.wordIndexLabel.Font = GuiSettings.GetFont(GuiSettings.FixedWidth);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,99,3,T:System.Windows.Forms.Label,,,,,this.wordIndexLabel.Font = GuiSettings.GetFont(GuiSettings.FixedWidth);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,99,3,T:System.Drawing.Font,,,,,this.wordIndexLabel.Font = GuiSettings.GetFont(GuiSettings.FixedWidth);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,99,3,P:System.Windows.Forms.Control.Font,,,,,this.wordIndexLabel.Font = GuiSettings.GetFont(GuiSettings.FixedWidth);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,94,3,M:System.Windows.Forms.Control.Update,,,,,base.Update();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,75,2,T:System.Windows.Forms.KeyEventArgs,,,,,"private void This_KeyDown(object sender, KeyEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,77,3,T:System.Windows.Forms.Keys,,,,,"switch (e.KeyCode)  			{  				case Keys.Prior:  				case Keys.Next:  				case Keys.Up:  				case Keys.Down:  					NavigationKeyDown?.Invoke(this, e);  					break;    				case Keys.Right:  					break;  			}"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,77,3,T:System.Windows.Forms.Keys,,,,,"switch (e.KeyCode)  			{  				case Keys.Prior:  				case Keys.Next:  				case Keys.Up:  				case Keys.Down:  					NavigationKeyDown?.Invoke(this, e);  					break;    				case Keys.Right:  					break;  			}"
